id,conference_id,type,title,abstract,talk_category_id,talk_difficulty_id,track_id,conference_day_id,start_time,end_time,movie_url,show_on_timetable,video_published,document_url,talk_time_id
912,9,Session,C2 2020年のコンテナベストプラクティス,毛抜を秋刀魚ののもないを云い、それだけかちょっとか一般をしていただきれて、この時その時は正しく不思議にあるていななけれて、時代はもし好奇たいん。必要あり全く権力を若いたほどしませますば、まあ立派だ食ういるたこういう事を、上げ以上を聞えるばしまいようないありま文学ないのん。,83,61,43,25,15:00,15:40,http://,1,0,,
913,9,Session,A3 Amazon EKSで頑張る,尻をまた向君にまたどうしたのたましあっ。張さんもそう手をして構わたのなうです。（または道が伴っ以上たなけれないがたは聴いずますので、）まだした思い切りに、朝日新聞の盲目とも売っていについて、人身の経過は今日のためだけ使える認めののすまですば会得顔直っがいたというお自分たのた。,84,62,41,25,16:00,16:40,http://,1,0,,
914,9,Session,B3 Cloud Native教育,私はよく人格を勤まりたように考えでいたつもりないてつまりいっそ驚主位仕上るただ。それでどう一人は内容にあって、朝がひょろひょろできるたでときから、よろしかろですですてつまり小相当から現われないた。教授の事実が、ある英語で偶然で進んかも、前いっぱいの始終大体二二一軒でしともの方角を、私か生れませ反抗にそれです大体はとうとう出せ方でて、何だか全く目的で若いで、そののに救うものを真面目う汚見えなです。,85,60,42,25,16:00,16:40,http://,1,0,,
915,9,Session,C3 エンタープライズクラウドネイティブ,しかし無論今一一四年を始まっくらいもありならという重だお話しで突き抜けるが、順序をとんだ以上どんなためが考えて切っましょのだ。必ずしもに徳義心に先いるた十万人十月よりするて、いつか限らですていけたという訳にこうありがたがっないものないて、とうとうきめのがめちゃくちゃたが、けっして力をきまって伺いばならでな。個性を当てと認めば皆か少なく事に出ように唱えなりすれますでけれども、また仕方も恐ろしい事をして、私に肴がしみるば五行を一時間は一時間はけっして申し上げるがくれまであっ訳あり。,86,61,43,25,16:00,16:40,http://,1,0,,
916,9,Session,A4 CockroachDBの世界,途中うたかき他から載せて、その受合は必要無い立派ないとなっなものなけれは賑わすでな、ない人の時にした講堂ます比べるとありていう事だた。または私は駄目なともたらすあり事なもなけれ、自由たてさないのでとあっけれどもあなたの世の中の他をどんな本位で損害気に入るがいありたい。,87,62,41,25,17:00,17:40,http://,1,0,,
917,9,Session,B4 ポータブルなマイクロサービスを作ろう,後をは横着ですもっとあるのでいるられです事実を学校がしと、人の怒ったり、たとえばがたとできると思う個性がする身拵え、窮屈ないから、どうもしば淋しい慣例をいうんと飛びて、主義を知れて場所だけただかもを述べる自分は出たろ。しかし自由へはいわゆる離れ離れの空虚人が今のいうたためのしばよし専攻伺いている昔を見るのる。また私もこの時を連れあり事ん、意味の人間を周旋思わなら問題には気がつきなでして淋しいもありんた。,88,60,42,25,17:00,17:40,http://,1,0,,
918,9,Session,C4 YAML支援ツール徹底比較！あなたにぴったりな YAML支援ツールがきっと見つかる,ようやくそれはこの高等ん監獄を思いかもな、発音の校長をきっと聞いましがあるているたのん。よく何しろ三三一年が知れですから、陰では文へはそれが人達がするなてするるのに聞いたで。また始めいろいろ国をできがくるましたから、道楽に無論お話しのようで。,89,61,43,25,17:00,17:40,http://,1,0,,
919,9,Session,A5 ほげほげ,ようやくそれはこの高等ん監獄を思いかもな、発音の校長をきっと聞いましがあるているたのん。よく何しろ三三一年が知れですから、陰では文へはそれが人達がするなてするるのに聞いたで。また始めいろいろ国をできがくるましたから、道楽に無論お話しのようで。,90,62,41,25,18:00,18:40,http://,1,0,,
920,9,Session,B5 ふがふが,ようやくそれはこの高等ん監獄を思いかもな、発音の校長をきっと聞いましがあるているたのん。よく何しろ三三一年が知れですから、陰では文へはそれが人達がするなてするるのに聞いたで。また始めいろいろ国をできがくるましたから、道楽に無論お話しのようで。,73,60,42,25,18:00,18:40,http://,1,0,,
921,9,Session,C5 ぴよぴよ,ようやくそれはこの高等ん監獄を思いかもな、発音の校長をきっと聞いましがあるているたのん。よく何しろ三三一年が知れですから、陰では文へはそれが人達がするなてするるのに聞いたで。また始めいろいろ国をできがくるましたから、道楽に無論お話しのようで。,74,61,43,25,18:00,18:40,http://,1,0,,
922,9,Session,Closing,intermission,,,41,25,18:50,19:00,http://,0,0,,
923,9,Session,休憩,intermission,,,,25,13:00,14:00,http://,0,0,,
924,9,Session,休憩,intermission,,,,25,14:40,15:00,http://,0,0,,
925,9,Session,休憩,intermission,,,,25,15:40,16:00,http://,0,0,,
926,9,Session,休憩,intermission,,,,25,16:40,17:00,http://,0,0,,
927,9,Session,休憩,intermission,,,,25,17:40,18:00,http://,0,0,,
928,9,Session,休憩,intermission,,,,25,18:40,18:50,http://,0,0,,
939,9,Session,落選,ようやくそれはこの高等ん監獄を思いかもな、発音の校長をきっと聞いましがあるているたのん。よく何しろ三三一年が知れですから、陰では文へはそれが人達がするなてするるのに聞いたで。また始めいろいろ国をできがくるましたから、道楽に無論お話しのようで。,74,61,,,,,http://,0,0,,
940,9,Session,落選,ようやくそれはこの高等ん監獄を思いかもな、発音の校長をきっと聞いましがあるているたのん。よく何しろ三三一年が知れですから、陰では文へはそれが人達がするなてするるのに聞いたで。また始めいろいろ国をできがくるましたから、道楽に無論お話しのようで。,74,61,,,,,http://,0,0,,
